Quantity_Sold_(kilo),Unit Selling Price (RMB/kg),Category Name,Loss Rate (%),Weekday,IsWeekend,Item Name
2.028,25.8,Flower/Leaf Vegetables,10.46,Saturday,True,Sichuan Red Cedar
8.006,6.0,Flower/Leaf Vegetables,10.33,Saturday,True,Xiaoqingcai (1)
7.805,21.6,Edible Mushroom,10.8,Saturday,True,Xixia Black Mushroom (1)
11.429,5.0,Flower/Leaf Vegetables,18.52,Saturday,True,Amaranth
9.308,9.0,Flower/Leaf Vegetables,15.25,Saturday,True,Yunnan Shengcai
2.455,18.0,Flower/Leaf Vegetables,13.62,Saturday,True,Zhuyecai
2.186,14.0,Flower/Leaf Vegetables,7.59,Saturday,True,Chinese Cabbage
7.1129999999999995,7.0,Flower/Leaf Vegetables,14.43,Saturday,True,Shanghaiqing
2.141,12.0,Flower/Leaf Vegetables,0.47,Saturday,True,Caidian Quinoa Artemisia
8.549,5.2,Flower/Leaf Vegetables,12.81,Saturday,True,Yunnan Lettuces
1.968,33.6,Capsicum,11.76,Saturday,True,Red Pepper (1)
14.076,14.0,Solanum,6.07,Saturday,True,Eggplant (2)
1.279,16.0,Solanum,5.01,Saturday,True,Green Eggplant (1)
1.192,7.0,Flower/Leaf Vegetables,5.35,Saturday,True,Radish Leaves
26.163,8.326530612244898,Cabbage,9.26,Saturday,True,Broccoli
0.574,18.0,Flower/Leaf Vegetables,11.78,Saturday,True,Machixian
7.0,10.8,Aquatic Tuberous Vegetables,11.81,Saturday,True,Honghu Lotus Root Powder (Fenou)
20.328,16.0,Capsicum,5.7,Saturday,True,Wuhu Green Pepper (1)
8.392,6.0,Flower/Leaf Vegetables,15.68,Saturday,True,Naibaicai
0.095,33.6,Flower/Leaf Vegetables,15.92,Saturday,True,The Dandelion
0.874,10.0,Flower/Leaf Vegetables,26.16,Saturday,True,Foreign Garland Chrysanthemum 
2.661,19.8,Solanum,6.9,Saturday,True,Changxianqie
3.973,29.6,Capsicum,10.18,Saturday,True,Luosi Pepper
3.0,5.900000000000001,Flower/Leaf Vegetables,2.48,Saturday,True,Wawacai
5.252,8.0,Flower/Leaf Vegetables,18.51,Saturday,True,Spinach
26.198,8.0,Aquatic Tuberous Vegetables,5.54,Saturday,True,Net Lotus Root (1)
2.713,8.0,Flower/Leaf Vegetables,27.84,Saturday,True,Dongmenkou Xiaobaicai
5.0,8.9,Capsicum,9.43,Sunday,True,Green Line Pepper (Bag)
7.0,8.757142857142858,Capsicum,9.43,Sunday,True,Fruit Pepper (Bag)
6.0,7.5,Capsicum,9.43,Sunday,True,Red Hang Pepper (Bag)
13.0,4.092307692307693,Capsicum,9.43,Sunday,True,Green Hang Pepper (Bag)
2.0,4.1,Capsicum,9.43,Sunday,True,Xiaozhoupi (Bag)
5.0,2.3600000000000003,Flower/Leaf Vegetables,9.43,Sunday,True,Shanghai Green (Bag)
16.0,14.4,Capsicum,9.43,Sunday,True,Millet Pepper (Bag)
3.0,3.9,Flower/Leaf Vegetables,9.43,Sunday,True,Caixin (Bag)
9.0,4.566666666666666,Flower/Leaf Vegetables,9.43,Sunday,True,Spinach (Bag)
12.0,2.75,Flower/Leaf Vegetables,9.43,Sunday,True,Yunnan Leaf Lettuce (Bag)
7.0,4.128571428571429,Capsicum,9.43,Sunday,True,Green Hot Peppers (Bag)
5.0,7.42,Capsicum,9.43,Sunday,True,Luosi Pepper (Bag)
12.0,3.9,Flower/Leaf Vegetables,9.43,Sunday,True,Yunnan Lettuce (Bag)
0.455,19.8,Capsicum,9.43,Sunday,True,Red Bell Pepper (2)
1.797,10.971428571428572,Flower/Leaf Vegetables,9.43,Sunday,True,Yuxingcao 
0.394,14.0,Edible Mushroom,9.43,Sunday,True,Fresh Edible Fungus (2)
4.267,15.242105263157896,Aquatic Tuberous Vegetables,9.43,Sunday,True,High Melon (2)
3.0,5.900000000000001,Flower/Leaf Vegetables,9.43,Sunday,True,Zhuyecai (Bag)
1.0,5.9,Flower/Leaf Vegetables,9.43,Sunday,True,Hongshujian (Bag)
4.0,3.9,Flower/Leaf Vegetables,9.43,Sunday,True,Caidian Quinoa Artemisia (Bag)
0.239,37.6,Capsicum,7.8,Sunday,True,Green Line Pepper
2.0469999999999997,6.0,Flower/Leaf Vegetables,15.61,Sunday,True,Huangbaicai (2)
24.0,3.5,Edible Mushroom,6.64,Sunday,True,Needle Mushroom (Bag) (2)
13.0,3.899999999999999,Edible Mushroom,1.3,Sunday,True,Haixian Mushroom (Bag) (3)
0.491,33.6,Capsicum,9.43,Sunday,True,7 Colour Pepper (2)
8.541,6.0,Flower/Leaf Vegetables,10.33,Sunday,True,Xiaoqingcai (1)
9.298,6.0,Flower/Leaf Vegetables,15.68,Sunday,True,Naibaicai
27.268,14.0,Capsicum,5.7,Sunday,True,Wuhu Green Pepper (1)
1.172,51.6,Flower/Leaf Vegetables,10.46,Sunday,True,Sichuan Red Cedar
9.748,4.0,Flower/Leaf Vegetables,18.52,Sunday,True,Amaranth
2.194,18.0,Flower/Leaf Vegetables,13.62,Sunday,True,Zhuyecai
0.294,14.0,Flower/Leaf Vegetables,7.59,Sunday,True,Chinese Cabbage
3.781,8.0,Flower/Leaf Vegetables,14.43,Sunday,True,Shanghaiqing
0.877,7.0,Flower/Leaf Vegetables,5.35,Sunday,True,Radish Leaves
7.367,12.0,Flower/Leaf Vegetables,0.47,Sunday,True,Caidian Quinoa Artemisia
1.359,6.0,Flower/Leaf Vegetables,12.81,Sunday,True,Yunnan Lettuces
1.042,31.6,Capsicum,6.73,Sunday,True,Red Hot Peppers
2.319,33.6,Capsicum,11.76,Sunday,True,Red Pepper (1)
19.701,14.0,Solanum,6.07,Sunday,True,Eggplant (2)
2.619,21.6,Edible Mushroom,10.8,Sunday,True,Xixia Black Mushroom (1)
6.753,18.0,Edible Mushroom,13.82,Sunday,True,Xixia Mushroom (1)
0.658,16.0,Solanum,5.01,Sunday,True,Green Eggplant (1)
0.184,12.0,Flower/Leaf Vegetables,12.8,Sunday,True,Miantiaocai
0.379,25.8,Flower/Leaf Vegetables,15.98,Sunday,True,Siguajian
2.582,10.0,Flower/Leaf Vegetables,26.16,Sunday,True,Foreign Garland Chrysanthemum 
2.801,8.0,Flower/Leaf Vegetables,27.84,Sunday,True,Dongmenkou Xiaobaicai
3.528,21.6,Solanum,6.9,Sunday,True,Changxianqie
6.757,8.0,Flower/Leaf Vegetables,18.51,Sunday,True,Spinach
38.731,8.0,Aquatic Tuberous Vegetables,5.54,Sunday,True,Net Lotus Root (1)
16.438,8.357142857142858,Cabbage,9.26,Sunday,True,Broccoli
1.36,16.0,Flower/Leaf Vegetables,11.78,Sunday,True,Machixian
3.3169999999999997,21.6,Capsicum,10.18,Sunday,True,Luosi Pepper
12.0,2.9,Flower/Leaf Vegetables,9.43,Monday,False,Yunnan Leaf Lettuce (Bag)
10.0,4.9,Flower/Leaf Vegetables,9.43,Monday,False,Spinach (Bag)
5.0,3.4200000000000004,Flower/Leaf Vegetables,9.43,Monday,False,Caixin (Bag)
5.0,2.3600000000000003,Flower/Leaf Vegetables,9.43,Monday,False,Shanghai Green (Bag)
23.0,15.139130434782608,Capsicum,9.43,Monday,False,Millet Pepper (Bag)
7.0,4.471428571428572,Capsicum,9.43,Monday,False,Green Hot Peppers (Bag)
4.0,4.525,Capsicum,9.43,Monday,False,Green Hang Pepper (Bag)
3.0,6.3,Capsicum,9.43,Monday,False,Red Hang Pepper (Bag)
3.0,9.733333333333334,Capsicum,9.43,Monday,False,Fruit Pepper (Bag)
12.0,8.675,Capsicum,9.43,Monday,False,Green Line Pepper (Bag)
0.539,33.6,Capsicum,9.43,Monday,False,7 Colour Pepper (2)
2.0,6.9,Capsicum,9.43,Monday,False,Luosi Pepper (Bag)
0.52,19.8,Capsicum,9.43,Monday,False,Red Bell Pepper (2)
1.037,12.0,Flower/Leaf Vegetables,9.43,Monday,False,Yuxingcao 
1.009,16.0,Edible Mushroom,9.43,Monday,False,Fresh Sea (2)
5.0,5.32,Flower/Leaf Vegetables,9.43,Monday,False,Zhuyecai (Bag)
0.647,7.0,Flower/Leaf Vegetables,29.03,Monday,False,Chuncai
1.363,37.6,Capsicum,7.8,Monday,False,Green Line Pepper
9.8,6.0,Flower/Leaf Vegetables,15.61,Monday,False,Huangbaicai (2)
12.0,3.9,Flower/Leaf Vegetables,9.43,Monday,False,Yunnan Lettuce (Bag)
18.0,3.9,Edible Mushroom,1.3,Monday,False,Haixian Mushroom (Bag) (3)
2.0,8.25,Capsicum,9.43,Monday,False,Red Hot Peppers (Bag)
0.6799999999999999,11.9,Edible Mushroom,9.43,Monday,False,Fresh Edible Fungus (2)
8.959,6.0,Flower/Leaf Vegetables,10.33,Monday,False,Xiaoqingcai (1)
41.33,14.0,Capsicum,5.7,Monday,False,Wuhu Green Pepper (1)
6.3629999999999995,19.8,Solanum,6.9,Monday,False,Changxianqie
1.346,51.6,Flower/Leaf Vegetables,10.46,Monday,False,Sichuan Red Cedar
13.056,21.6,Edible Mushroom,10.8,Monday,False,Xixia Black Mushroom (1)
17.001,3.2,Flower/Leaf Vegetables,18.52,Monday,False,Amaranth
15.195,9.0,Flower/Leaf Vegetables,15.25,Monday,False,Yunnan Shengcai
3.095,14.0,Flower/Leaf Vegetables,13.62,Monday,False,Zhuyecai
3.417,8.0,Flower/Leaf Vegetables,14.43,Monday,False,Shanghaiqing
5.5520000000000005,12.0,Flower/Leaf Vegetables,0.47,Monday,False,Caidian Quinoa Artemisia
3.272,6.0,Flower/Leaf Vegetables,12.81,Monday,False,Yunnan Lettuces
2.051,33.6,Capsicum,11.76,Monday,False,Red Pepper (1)
0.5309999999999999,14.0,Flower/Leaf Vegetables,7.59,Monday,False,Chinese Cabbage
0.407,16.0,Solanum,5.01,Monday,False,Green Eggplant (1)
0.244,16.0,Flower/Leaf Vegetables,11.78,Monday,False,Machixian
22.224,12.0,Cabbage,9.26,Monday,False,Broccoli
31.759,8.0,Aquatic Tuberous Vegetables,5.54,Monday,False,Net Lotus Root (1)
7.952,8.0,Flower/Leaf Vegetables,18.51,Monday,False,Spinach
5.929,19.8,Capsicum,10.18,Monday,False,Luosi Pepper
8.948,8.0,Flower/Leaf Vegetables,27.84,Monday,False,Dongmenkou Xiaobaicai
4.57,10.0,Flower/Leaf Vegetables,26.16,Monday,False,Foreign Garland Chrysanthemum 
8.16,5.2,Flower/Leaf Vegetables,15.68,Monday,False,Naibaicai
16.617,14.0,Solanum,6.07,Monday,False,Eggplant (2)
8.0,4.9,Edible Mushroom,6.57,Monday,False,The White Mushroom (Bag)
0.515,33.6,Capsicum,9.43,Tuesday,False,7 Colour Pepper (2)
4.0,7.550000000000001,Capsicum,9.43,Tuesday,False,Red Hot Peppers (Bag)
5.0,8.9,Capsicum,9.43,Tuesday,False,Green Line Pepper (Bag)
2.0,10.8,Capsicum,9.43,Tuesday,False,Fruit Pepper (Bag)
8.0,2.5625,Flower/Leaf Vegetables,9.43,Tuesday,False,Shanghai Green (Bag)
1.0,3.9,Flower/Leaf Vegetables,9.43,Tuesday,False,Basil (Bag)
5.0,4.0,Capsicum,9.43,Tuesday,False,Green Hot Peppers (Bag)
6.0,15.9,Capsicum,9.43,Tuesday,False,Millet Pepper (Bag)
1.051,21.600000000000005,Capsicum,9.43,Tuesday,False,Bell Pepper (2)
1.0,9.9,Capsicum,9.43,Tuesday,False,Red Hang Pepper (Bag)
0.51,19.8,Capsicum,9.43,Tuesday,False,Red Bell Pepper (2)
16.0,3.9,Edible Mushroom,1.3,Tuesday,False,Haixian Mushroom (Bag) (3)
1.304,12.95,Edible Mushroom,9.43,Tuesday,False,Fresh Edible Fungus (2)
0.8520000000000001,16.0,Edible Mushroom,9.43,Tuesday,False,Fresh Sea (2)
0.354,19.8,Edible Mushroom,9.43,Tuesday,False,Jigu (2)
4.0,5.9,Flower/Leaf Vegetables,9.43,Tuesday,False,Zhuyecai (Bag)
2.0,4.9,Capsicum,9.43,Tuesday,False,Ginger And Xiaomijiao Mix (Small Bag)
0.934,7.0,Flower/Leaf Vegetables,29.03,Tuesday,False,Chuncai
5.0,3.4200000000000004,Flower/Leaf Vegetables,9.43,Tuesday,False,Caidian Quinoa Artemisia (Bag)
0.628,37.6,Capsicum,7.8,Tuesday,False,Green Line Pepper
7.313,7.0,Flower/Leaf Vegetables,15.61,Tuesday,False,Huangbaicai (2)
5.0,3.5,Edible Mushroom,6.64,Tuesday,False,Needle Mushroom (Bag) (2)
2.0,3.3,Flower/Leaf Vegetables,9.43,Tuesday,False,Caixin (Bag)
1.714,12.0,Flower/Leaf Vegetables,9.43,Tuesday,False,Yuxingcao 
10.0,3.9,Flower/Leaf Vegetables,9.43,Tuesday,False,Spinach (Bag)
7.966,21.6,Edible Mushroom,10.8,Tuesday,False,Xixia Black Mushroom (1)
11.0,4.354545454545455,Flower/Leaf Vegetables,9.43,Tuesday,False,Yunnan Lettuce (Bag)
12.0,3.7,Flower/Leaf Vegetables,9.43,Tuesday,False,Yunnan Leaf Lettuce (Bag)
1.485,45.6,Flower/Leaf Vegetables,10.46,Tuesday,False,Sichuan Red Cedar
27.093,3.2000000000000006,Flower/Leaf Vegetables,18.52,Tuesday,False,Amaranth
8.847,10.0,Flower/Leaf Vegetables,15.25,Tuesday,False,Yunnan Shengcai
1.025,14.0,Flower/Leaf Vegetables,13.62,Tuesday,False,Zhuyecai
5.93,8.0,Flower/Leaf Vegetables,14.43,Tuesday,False,Shanghaiqing
4.57,7.0,Flower/Leaf Vegetables,12.81,Tuesday,False,Yunnan Lettuces
0.367,25.8,Capsicum,6.73,Tuesday,False,Red Hot Peppers
2.637,33.6,Capsicum,11.76,Tuesday,False,Red Pepper (1)
13.058,14.0,Solanum,6.07,Tuesday,False,Eggplant (2)
1.015,16.0,Solanum,5.01,Tuesday,False,Green Eggplant (1)
1.745,6.0,Flower/Leaf Vegetables,5.35,Tuesday,False,Radish Leaves
21.71,8.0,Aquatic Tuberous Vegetables,5.54,Tuesday,False,Net Lotus Root (1)
21.248,12.0,Cabbage,9.26,Tuesday,False,Broccoli
1.283,19.8,Solanum,6.9,Tuesday,False,Changxianqie
1.642,14.0,Capsicum,5.7,Tuesday,False,Wuhu Green Pepper (1)
9.244,4.0,Flower/Leaf Vegetables,15.68,Tuesday,False,Naibaicai
0.934,10.0,Flower/Leaf Vegetables,26.16,Tuesday,False,Foreign Garland Chrysanthemum 
9.786,6.0,Flower/Leaf Vegetables,10.33,Tuesday,False,Xiaoqingcai (1)
6.314,19.8,Capsicum,10.18,Tuesday,False,Luosi Pepper
2.9650000000000003,16.0,Flower/Leaf Vegetables,8.42,Tuesday,False,Hongshujian
5.437,12.0,Flower/Leaf Vegetables,18.51,Tuesday,False,Spinach
4.397,8.0,Flower/Leaf Vegetables,27.84,Tuesday,False,Dongmenkou Xiaobaicai
2.0,7.9,Capsicum,9.43,Wednesday,False,Green Line Pepper (Bag)
9.0,3.9,Flower/Leaf Vegetables,9.43,Wednesday,False,Yunnan Lettuce (Bag)
8.0,3.45,Flower/Leaf Vegetables,9.43,Wednesday,False,Yunnan Leaf Lettuce (Bag)
10.0,3.78,Flower/Leaf Vegetables,9.43,Wednesday,False,Spinach (Bag)
2.0,3.3,Flower/Leaf Vegetables,9.43,Wednesday,False,Caixin (Bag)
6.0,2.15,Flower/Leaf Vegetables,9.43,Wednesday,False,Shanghai Green (Bag)
10.0,13.98,Capsicum,9.43,Wednesday,False,Millet Pepper (Bag)
2.0,3.4,Capsicum,9.43,Wednesday,False,Green Hot Peppers (Bag)
1.0,3.9,Flower/Leaf Vegetables,9.43,Wednesday,False,Basil (Bag)
3.0,3.9,Capsicum,9.43,Wednesday,False,Green Hang Pepper (Bag)
3.0,9.9,Capsicum,9.43,Wednesday,False,Red Hang Pepper (Bag)
3.0,8.0,Capsicum,9.43,Wednesday,False,Red Hot Peppers (Bag)
1.149,7.0,Flower/Leaf Vegetables,15.61,Wednesday,False,Huangbaicai (2)
0.46,19.8,Capsicum,9.43,Wednesday,False,Red Bell Pepper (2)
0.644,12.0,Flower/Leaf Vegetables,9.43,Wednesday,False,Yuxingcao 
0.7150000000000001,12.8,Edible Mushroom,9.43,Wednesday,False,Fresh Sea (2)
0.3389999999999999,16.85,Edible Mushroom,9.43,Wednesday,False,Jigu (2)
2.098,13.6,Aquatic Tuberous Vegetables,9.43,Wednesday,False,High Melon (2)
4.0,3.775,Flower/Leaf Vegetables,9.43,Wednesday,False,Zhuyecai (Bag)
3.0,4.9,Capsicum,9.43,Wednesday,False,Ginger And Xiaomijiao Mix (Small Bag)
0.316,7.0,Flower/Leaf Vegetables,29.03,Wednesday,False,Chuncai
4.0,5.0,Flower/Leaf Vegetables,9.43,Wednesday,False,Hongshujian (Bag)
4.0,3.0,Flower/Leaf Vegetables,9.43,Wednesday,False,Caidian Quinoa Artemisia (Bag)
8.891,6.0,Flower/Leaf Vegetables,10.33,Wednesday,False,Xiaoqingcai (1)
9.0,3.9,Edible Mushroom,1.3,Wednesday,False,Haixian Mushroom (Bag) (3)
3.0,6.900000000000001,Capsicum,9.43,Wednesday,False,Luosi Pepper (Bag)
4.066,19.8,Solanum,6.9,Wednesday,False,Changxianqie
3.0,3.5,Edible Mushroom,6.64,Wednesday,False,Needle Mushroom (Bag) (2)
0.153,49.6,Flower/Leaf Vegetables,15.16,Wednesday,False,Malan Head
6.438,19.8,Edible Mushroom,10.8,Wednesday,False,Xixia Black Mushroom (1)
15.635,3.2,Flower/Leaf Vegetables,18.52,Wednesday,False,Amaranth
5.854,10.0,Flower/Leaf Vegetables,15.25,Wednesday,False,Yunnan Shengcai
3.214,10.0,Flower/Leaf Vegetables,13.62,Wednesday,False,Zhuyecai
0.251,14.0,Flower/Leaf Vegetables,7.59,Wednesday,False,Chinese Cabbage
5.378,8.0,Flower/Leaf Vegetables,14.43,Wednesday,False,Shanghaiqing
1.527,6.0,Flower/Leaf Vegetables,5.35,Wednesday,False,Radish Leaves
1.868,7.0,Flower/Leaf Vegetables,12.81,Wednesday,False,Yunnan Lettuces
0.332,25.8,Capsicum,6.73,Wednesday,False,Red Hot Peppers
0.822,33.6,Capsicum,11.76,Wednesday,False,Red Pepper (1)
5.874,14.0,Solanum,6.07,Wednesday,False,Eggplant (2)
1.755,16.0,Solanum,5.01,Wednesday,False,Green Eggplant (1)
0.516,45.6,Flower/Leaf Vegetables,10.46,Wednesday,False,Sichuan Red Cedar
3.757,8.0,Aquatic Tuberous Vegetables,5.54,Wednesday,False,Net Lotus Root (1)
10.634,12.0,Cabbage,9.26,Wednesday,False,Broccoli
1.0,4.9,Edible Mushroom,6.57,Wednesday,False,The White Mushroom (Bag)
6.8629999999999995,6.0,Cabbage,17.06,Wednesday,False,Qinggengsanhua
6.238,4.0,Flower/Leaf Vegetables,15.68,Wednesday,False,Naibaicai
0.006,33.6,Flower/Leaf Vegetables,15.92,Wednesday,False,The Dandelion
0.594,14.0,Capsicum,5.7,Wednesday,False,Wuhu Green Pepper (1)
5.539,6.0,Flower/Leaf Vegetables,27.84,Wednesday,False,Dongmenkou Xiaobaicai
0.237,19.8,Capsicum,8.93,Wednesday,False,The Red Bell Pepper (1)
6.682,19.8,Capsicum,10.18,Wednesday,False,Luosi Pepper
0.244,16.0,Flower/Leaf Vegetables,8.42,Wednesday,False,Hongshujian
3.076,12.0,Flower/Leaf Vegetables,18.51,Wednesday,False,Spinach
1.446,10.0,Flower/Leaf Vegetables,26.16,Wednesday,False,Foreign Garland Chrysanthemum 
1.0,6.2,Capsicum,9.43,Thursday,False,Red Hot Peppers (Bag)
3.0,7.900000000000001,Capsicum,9.43,Thursday,False,Green Line Pepper (Bag)
1.0,7.6,Capsicum,9.43,Thursday,False,Fruit Pepper (Bag)
3.0,3.1,Capsicum,9.43,Thursday,False,Green Hang Pepper (Bag)
2.0,4.15,Capsicum,9.43,Thursday,False,Green Hot Peppers (Bag)
5.0,14.94,Capsicum,9.43,Thursday,False,Millet Pepper (Bag)
6.0,2.15,Flower/Leaf Vegetables,9.43,Thursday,False,Shanghai Green (Bag)
3.0,3.1,Flower/Leaf Vegetables,9.43,Thursday,False,Caixin (Bag)
7.0,3.2142857142857144,Flower/Leaf Vegetables,9.43,Thursday,False,Spinach (Bag)
1.0,3.9,Flower/Leaf Vegetables,9.43,Thursday,False,Basil (Bag)
2.0,6.9,Capsicum,9.43,Thursday,False,Luosi Pepper (Bag)
0.702,14.0,Edible Mushroom,9.43,Thursday,False,Fresh Edible Fungus (2)
0.594,12.0,Flower/Leaf Vegetables,9.43,Thursday,False,Yuxingcao 
0.219,16.0,Edible Mushroom,9.43,Thursday,False,Fresh Sea (2)
0.172,13.9,Edible Mushroom,9.43,Thursday,False,Jigu (2)
3.0,3.9,Flower/Leaf Vegetables,9.43,Thursday,False,Zhuyecai (Bag)
3.0,4.1,Flower/Leaf Vegetables,9.43,Thursday,False,Hongshujian (Bag)
3.0,3.9,Flower/Leaf Vegetables,9.43,Thursday,False,Caidian Quinoa Artemisia (Bag)
0.8949999999999999,31.6,Capsicum,7.8,Thursday,False,Green Line Pepper
2.328,7.0,Flower/Leaf Vegetables,15.61,Thursday,False,Huangbaicai (2)
3.0,3.5,Edible Mushroom,6.64,Thursday,False,Needle Mushroom (Bag) (2)
2.0,3.9,Edible Mushroom,1.3,Thursday,False,Haixian Mushroom (Bag) (3)
5.0,3.4200000000000004,Flower/Leaf Vegetables,9.43,Thursday,False,Yunnan Leaf Lettuce (Bag)
0.384,19.8,Capsicum,9.43,Thursday,False,Red Bell Pepper (2)
2.0,4.9,Capsicum,9.43,Thursday,False,Ginger And Xiaomijiao Mix (Small Bag)
7.468,6.0,Flower/Leaf Vegetables,10.33,Thursday,False,Xiaoqingcai (1)
0.337,14.0,Capsicum,5.7,Thursday,False,Wuhu Green Pepper (1)
4.48,19.800000000000004,Solanum,6.9,Thursday,False,Changxianqie
0.752,45.6,Flower/Leaf Vegetables,10.46,Thursday,False,Sichuan Red Cedar
6.788,19.8,Edible Mushroom,10.8,Thursday,False,Xixia Black Mushroom (1)
12.47,3.2,Flower/Leaf Vegetables,18.52,Thursday,False,Amaranth
8.486,10.0,Flower/Leaf Vegetables,15.25,Thursday,False,Yunnan Shengcai
3.062,10.0,Flower/Leaf Vegetables,13.62,Thursday,False,Zhuyecai
1.482,8.0,Flower/Leaf Vegetables,14.43,Thursday,False,Shanghaiqing
1.597,12.0,Flower/Leaf Vegetables,0.47,Thursday,False,Caidian Quinoa Artemisia
1.243,25.8,Capsicum,6.73,Thursday,False,Red Hot Peppers
1.743,31.6,Capsicum,11.76,Thursday,False,Red Pepper (1)
9.215,12.0,Solanum,6.07,Thursday,False,Eggplant (2)
1.232,14.0,Flower/Leaf Vegetables,7.59,Thursday,False,Chinese Cabbage
0.56,12.0,Flower/Leaf Vegetables,11.78,Thursday,False,Machixian
0.784,16.0,Solanum,5.01,Thursday,False,Green Eggplant (1)
7.982,4.0,Flower/Leaf Vegetables,15.68,Thursday,False,Naibaicai
0.743,10.0,Flower/Leaf Vegetables,26.16,Thursday,False,Foreign Garland Chrysanthemum 
0.419,6.0,Flower/Leaf Vegetables,27.84,Thursday,False,Dongmenkou Xiaobaicai
5.197,19.8,Capsicum,10.18,Thursday,False,Luosi Pepper
2.0,4.9,Edible Mushroom,6.57,Thursday,False,The White Mushroom (Bag)
1.874,12.0,Flower/Leaf Vegetables,18.51,Thursday,False,Spinach
6.533,8.0,Aquatic Tuberous Vegetables,5.54,Thursday,False,Net Lotus Root (1)
10.494,12.0,Cabbage,9.26,Thursday,False,Broccoli
3.152,16.0,Flower/Leaf Vegetables,8.42,Thursday,False,Hongshujian
0.434,13.9,Capsicum,9.43,Friday,False,Red Bell Pepper (2)
2.0,3.3,Capsicum,9.43,Friday,False,Green Hot Peppers (Bag)
5.0,5.9,Capsicum,9.43,Friday,False,Xiaozhoupi (Bag)
1.0,3.9,Flower/Leaf Vegetables,9.43,Friday,False,Basil (Bag)
3.0,3.5,Capsicum,9.43,Friday,False,Green Hang Pepper (Bag)
3.0,7.900000000000001,Capsicum,9.43,Friday,False,Red Hang Pepper (Bag)
4.0,7.550000000000001,Capsicum,9.43,Friday,False,Fruit Pepper (Bag)
5.0,5.9799999999999995,Capsicum,9.43,Friday,False,Green Line Pepper (Bag)
3.0,8.9,Capsicum,9.43,Friday,False,Red Hot Peppers (Bag)
3.0,7.1000000000000005,Capsicum,9.43,Friday,False,Luosi Pepper (Bag)
0.219,11.2,Capsicum,9.43,Friday,False,Bell Pepper (2)
1.615,12.0,Flower/Leaf Vegetables,9.43,Friday,False,Yuxingcao 
6.0,3.5,Edible Mushroom,1.3,Friday,False,Haixian Mushroom (Bag) (3)
0.677,11.199999999999998,Edible Mushroom,9.43,Friday,False,Fresh Sea (2)
0.293,13.9,Edible Mushroom,9.43,Friday,False,Jigu (2)
1.203,16.0,Aquatic Tuberous Vegetables,9.43,Friday,False,High Melon (2)
5.0,3.9,Flower/Leaf Vegetables,9.43,Friday,False,Zhuyecai (Bag)
1.0,4.9,Capsicum,9.43,Friday,False,Ginger And Xiaomijiao Mix (Small Bag)
0.364,8.0,Flower/Leaf Vegetables,29.03,Friday,False,Chuncai
3.0,3.266666666666667,Flower/Leaf Vegetables,9.43,Friday,False,Caidian Quinoa Artemisia (Bag)
0.442,31.6,Capsicum,7.8,Friday,False,Green Line Pepper
2.155,7.0,Flower/Leaf Vegetables,15.61,Friday,False,Huangbaicai (2)
4.0,3.5,Edible Mushroom,6.64,Friday,False,Needle Mushroom (Bag) (2)
2.0,15.9,Capsicum,9.43,Friday,False,Millet Pepper (Bag)
0.344,9.8,Edible Mushroom,9.43,Friday,False,Fresh Edible Fungus (2)
7.0,2.7714285714285714,Flower/Leaf Vegetables,9.43,Friday,False,Shanghai Green (Bag)
2.908,19.8,Solanum,6.9,Friday,False,Changxianqie
6.0,3.3000000000000003,Flower/Leaf Vegetables,9.43,Friday,False,Spinach (Bag)
0.47,45.6,Flower/Leaf Vegetables,10.46,Friday,False,Sichuan Red Cedar
5.572,19.800000000000004,Edible Mushroom,10.8,Friday,False,Xixia Black Mushroom (1)
15.223,3.2,Flower/Leaf Vegetables,18.52,Friday,False,Amaranth
3.887,10.0,Flower/Leaf Vegetables,15.25,Friday,False,Yunnan Shengcai
4.833,7.2,Flower/Leaf Vegetables,13.62,Friday,False,Zhuyecai
3.581,8.0,Flower/Leaf Vegetables,14.43,Friday,False,Shanghaiqing
1.396,12.0,Flower/Leaf Vegetables,0.47,Friday,False,Caidian Quinoa Artemisia
2.629,7.0,Flower/Leaf Vegetables,12.81,Friday,False,Yunnan Lettuces
0.601,27.600000000000005,Capsicum,6.73,Friday,False,Red Hot Peppers
0.545,33.6,Capsicum,11.76,Friday,False,Red Pepper (1)
9.137,10.0,Solanum,6.07,Friday,False,Eggplant (2)
0.326,16.0,Solanum,5.01,Friday,False,Green Eggplant (1)
1.661,6.0,Flower/Leaf Vegetables,5.35,Friday,False,Radish Leaves
5.163,8.0,Aquatic Tuberous Vegetables,5.54,Friday,False,Net Lotus Root (1)
10.629,12.0,Cabbage,9.26,Friday,False,Broccoli
9.0,4.9,Flower/Leaf Vegetables,9.43,Friday,False,Yunnan Lettuce (Bag)
5.521,6.0,Flower/Leaf Vegetables,10.33,Friday,False,Xiaoqingcai (1)
2.0,2.0,Flower/Leaf Vegetables,9.43,Friday,False,Caixin (Bag)
6.237,4.0,Flower/Leaf Vegetables,15.68,Friday,False,Naibaicai
2.0,4.9,Edible Mushroom,6.57,Friday,False,The White Mushroom (Bag)
1.204,10.0,Flower/Leaf Vegetables,26.16,Friday,False,Foreign Garland Chrysanthemum 
2.584,6.0,Flower/Leaf Vegetables,27.84,Friday,False,Dongmenkou Xiaobaicai
