Date,Item Code,Quantity Sold (kilo),Unit Selling Price (RMB/gram),Item Name_x,Category Code,Category Name,Wholesale Price (RMB/kg),Item Name_y,Weekday,IsWeekend,Loss Rate (%)_entropy
2021-11-14,102900005116530,40.69,0.016,Xixia Mushroom (1),1011010801,Edible Mushroom,9,Xixia Mushroom (1),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,13.82_105.95487723765362
2021-05-26,102900005115823,3.895,0.005,Shanghaiqing,1011010101,Flower/Leaf Vegetables,3.45,Shanghaiqing,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,14.43_0.7527875817888727
2020-12-24,102900005115960,130.716,0.001,missing,1011010101,Flower/Leaf Vegetables,0.56,Chinese Cabbage,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,22.27_20.887196463036915
2021-04-04,102900005116899,20.461,0.008,missing,1011010402,Aquatic Tuberous Vegetables,7.2,Net Lotus Root (1),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,5.54_31.015922796306988
2021-09-19,102900005115823,6.584,0.009,Shanghaiqing,1011010101,Flower/Leaf Vegetables,5.48,Shanghaiqing,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,14.43_9.3797138809033
2021-11-09,106971533450003,6,0.0049,Haixian Mushroom (Bunch),1011010801,Edible Mushroom,2.98,Haixian Mushroom (Bunch),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,0.0_10.392348400134214
2021-09-07,102900005119098,1.744,0.0258,The Agaricus Bisporus,1010801,Edible Mushroom,13.4,The Agaricus Bisporus,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,12.78_3.1088174135914968
2021-12-21,102900005115779,3.75,0.007,Yunnan Shengcai,1011010101,Flower/Leaf Vegetables,5.03,Yunnan Shengcai,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,15.25_3.694141710002278
2021-09-03,102900005119975,3.205,0.005,Hongshujian,1011010101,Flower/Leaf Vegetables,2.8,Hongshujian,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,8.42_3.6226609432327486
2021-05-22,102900011000328,16.188,0.006,Luosi Pepper,1011010504,Capsicum,4.17,missing,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,10.18_10.485327570988053
2020-09-17,102900051010455,8.111,0.006,missing,1011010101,Flower/Leaf Vegetables,3,Huangbaicai (2),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,15.61_5.007807007105301
2020-11-19,102900005116790,3.178,0.006,Yellow Xincai (1),1011010101,Flower/Leaf Vegetables,3.6,Yellow Xincai (1),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,10.64_8.272167728749551
2020-10-17,102900005116790,7.883,0.008,Yellow Xincai (1),1011010101,Flower/Leaf Vegetables,3.95,Yellow Xincai (1),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,10.64_20.21150549165084
2020-08-13,102900005115984,23.087,0.009,Yunnan Lettuces,1011010101,Flower/Leaf Vegetables,5.32,Yunnan Lettuces,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,12.81_5.7778124490097476
2021-08-23,102900051004294,2.35,0.008,Green Line Pepper,1011010504,Capsicum,3.58,Green Line Pepper,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,7.8_3.6982545394933086
2021-07-07,900011000328,15.543,0.008,Luosi Pepper,1011010504,Capsicum,4.72,Luosi Pepper,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,10.18_14.42937174764733
2021-02-15,102900005118824,4,0.016,High Melon (1),1011010402,Aquatic Tuberous Vegetables,9.52,High Melon (1),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,29.25_5.001455274793677
2021-03-23,102900005116790,2.291,0.006,Yellow Xincai (1),1011010101,Flower/Leaf Vegetables,3.78,Yellow Xincai (1),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,10.64_4.859995806785338
2021-1-1,102900005116790,6.789,0.006,Yellow Xincai (1),1011010101,Flower/Leaf Vegetables,3,Yellow Xincai (1),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,10.64_2.5427171042280596
2021-05-28,106958851400125,2,0.0029,Haixian Mushroom (Bag) (4),1011010801,Edible Mushroom,1.64,Haixian Mushroom (Bag) (4),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,11.13_2.53008579459147
2021-10-03,102900005118817,7.569,-0.018,Spinach,1011010101,Flower/Leaf Vegetables,9.8,Spinach,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,18.51_13.870540650232204
2021-12-17,102900005115823,3.19,0.008,Shanghaiqing,1010101,Flower/Leaf Vegetables,3.88,Shanghaiqing,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,14.43_-3.357631371708202
2021-07-13,102900005116899,2.93,0.016,Net Lotus Root (1),1011010402,Aquatic Tuberous Vegetables,11,Net Lotus Root (1),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,5.54_-0.16140318019565747
2021-12-16,102900005116509,0.512,0.01,Green Eggplant (1),1011010501,Solanum,5.29,Green Eggplant (1),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,5.01_1.0873607626948794
2021-02-24,102900005118831,7,0.0079,Wawacai,1011010101,Flower/Leaf Vegetables,4.74,Wawacai,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,2.48_-0.021723370399231
2021-02-21,102900005116943,0.864,0.0338,Red Hang Pepper,1011010504,Capsicum,24.01,Red Hang Pepper,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,9.99_0.5105114296668595
2021-1-1,102900011009970,21.287,0.01,Qinggengsanhua,1011010201,Cabbage,6.23,Qinggengsanhua,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,17.06_39.08464241580134
2021-11-25,106971533450003,3,0.0039,Haixian Mushroom (Bunch),1011010801,Edible Mushroom,2.62,Haixian Mushroom (Bunch),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,0.0_0.3092820561984584
2021-10-02,102900005115984,29.297,0.00675,Yunnan Lettuces,1011010101,Flower/Leaf Vegetables,4.38,Yunnan Lettuces,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,12.81_43.43299810146986
2021-10-19,102900005115854,3.641,0.006,Radish Leaves,1011010101,Flower/Leaf Vegetables,3.72,Radish Leaves,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,5.35_1.4414911143760305
2021-03-28,102900005115786,5.675,0.016,Zhuyecai,1011010101,Flower/Leaf Vegetables,11.19,Zhuyecai,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,13.62_15.73565015132867
2021-06-10,102900005115908,6.335,0.0046,Caixin,1010101,Flower/Leaf Vegetables,2.6,Caixin,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,13.7_4.937930995078801
2020-11-09,102900005116899,14.579,0.007818181818,Net Lotus Root (1),1011010402,Aquatic Tuberous Vegetables,5.8,Net Lotus Root (1),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,5.54_-7.910805158254892
2020-08-15,102900005116899,22.39,0.0088,Net Lotus Root (1),1011010402,Aquatic Tuberous Vegetables,6,missing,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,5.54_45.90410225090558
2021-12-20,102900005116837,7.399,0.006,Ping Mushroom,1011010801,Edible Mushroom,3.09,Ping Mushroom,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,11.6_13.177060102996837
2021-04-03,102900011022030,2,0.0139,missing,1011010504,Capsicum,2.4,Pepper Mix,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,9.43_1.709963316450621
2021-05-25,102900005125815,4.761,0.008,Apricot Bao Mushroom (1),1011010801,Edible Mushroom,4.64,Apricot Bao Mushroom (1),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,5.05_13.019188272599646
2020-09-12,102900011013274,3,0.0079,The White Mushroom (Bag),1011010801,Edible Mushroom,3.95,The White Mushroom (Bag),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,6.57_7.110422058780892
2021-12-07,102900005125808,0.736,0.0258,Millet Pepper,1011010504,Capsicum,14.34,Millet Pepper,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,5.86_1.7102852821415935
2021-07-31,102900005116233,2.329,0.01,Red Pepper (1),1011010504,Capsicum,5.84,Red Pepper (1),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,11.76_3.773794314446934
2021-09-12,900005116899,48.443,0.006,Net Lotus Root (1),1011010402,Aquatic Tuberous Vegetables,4.6,Net Lotus Root (1),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,5.54_53.069372594951766
2021-06-17,102900051010455,1.692,0.008,Huangbaicai (2),1011010101,Flower/Leaf Vegetables,4.14,Huangbaicai (2),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,15.61_1.859788173689018
2021-04-02,102900005118824,2.453,0.014,High Melon (1),1010402,Aquatic Tuberous Vegetables,7.12,High Melon (1),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,29.25_3.574579065632923
2021-11-01,102900005119975,0.833,0.004,Hongshujian,1011010101,Flower/Leaf Vegetables,2,Hongshujian,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,8.42_0.22569990950205443
2020-07-07,102900005115908,11.478,0.008,Caixin,1011010101,Flower/Leaf Vegetables,4.65,Caixin,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,13.7_21.013842272531353
2021-04-07,102900005116226,4.259,0.01,Green Hot Peppers,1011010504,Capsicum,6.21,Green Hot Peppers,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,6.72_9.41406146209805
2020-10-11,102900005116943,0.782,0.016,Red Hang Pepper,1011010504,Capsicum,9.78,Red Hang Pepper,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,9.99_0.7812826245051403
2021-09-29,102900005115885,1.799,0.014,Caidian Quinoa Artemisia,1011010101,Flower/Leaf Vegetables,9.31,Caidian Quinoa Artemisia,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,0.47_0.7498243591274001
2020-10-07,102900011013274,6,0.0079,missing,1011010801,Edible Mushroom,4.35,The White Mushroom (Bag),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,6.57_9.48417096255486
2020-08-31,102900005116790,1.73,0.008,Yellow Xincai (1),1011010101,Flower/Leaf Vegetables,4.03,Yellow Xincai (1),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,10.64_4.570011767072234
2021-08-24,900011006948,4.009,0.018,Foreign Garland Chrysanthemum,1011010101,Flower/Leaf Vegetables,12.66,Foreign Garland Chrysanthemum,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,26.16_8.141420899190557
2020-12-28,102900005115984,22.429,0.005,Yunnan Lettuces,1011010101,Flower/Leaf Vegetables,3,Yunnan Lettuces,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,12.81_-2.7478437402222795
2021-09-20,102900011012994,3,0.0049,Apricot Bao Mushroom (Bag),1011010801,Edible Mushroom,2.82,Apricot Bao Mushroom (Bag),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,10.03_5.63609883676276
2021-11-30,106971533450003,8,0.0039,Haixian Mushroom (Bunch),1010801,Edible Mushroom,2.58,Haixian Mushroom (Bunch),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,0.0_15.079105396489885
2020-09-12,102900005117056,28.579,0.01,Paopaojiao (Jingpin),1011010504,Capsicum,7.05,Paopaojiao (Jingpin),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,7.08_6.160340461833734
2020-12-22,102900005118817,5.688,0.006,Spinach,1011010101,Flower/Leaf Vegetables,4.54,Spinach,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,18.51_5.402929623511914
2020-09-07,900011013274,1,0.0079,The White Mushroom (Bag),1010801,Edible Mushroom,3.96,The White Mushroom (Bag),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,6.57_-0.37985543280532297
2021-05-02,102900011009444,6.336,0.01,Dalong Eggplant,1011010501,Solanum,6.35,Dalong Eggplant,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,10.94_5.6839668120434785
2020-11-26,102900011000328,3.248,0.016,Luosi Pepper,1011010504,Capsicum,10.2,Luosi Pepper,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,10.18_-0.4092165026235648
2020-12-25,102900005115779,13.585,0.008,Yunnan Shengcai,1011010101,Flower/Leaf Vegetables,5.36,Yunnan Shengcai,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,15.25_15.488293784641606
2021-10-27,102900005115984,4.053,0.009,Yunnan Lettuces,1011010101,Flower/Leaf Vegetables,5.95,Yunnan Lettuces,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,12.81_-0.6253056296696249
2021-07-18,102900011008492,4.947,0.004333333333,missing,1011010101,Flower/Leaf Vegetables,4.31,Big Broccoli,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,4.69_-1.2727836615794725
2021-09-29,102900005116257,6.519,0.008,Eggplant (2),1011010501,Solanum,5.05,Eggplant (2),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,6.07_8.90106457107095
2020-10-01,102900005116509,6.488,0.006,Green Eggplant (1),1011010501,Solanum,4.26,Green Eggplant (1),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,5.01_16.640009907248427
2020-09-20,102900005116547,13.477,-0.008,Needle Mushroom (1),1011010801,Edible Mushroom,3.59,Needle Mushroom (1),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,3.43_15.068684076645908
2021-02-23,102900011000328,4.527,0.007,Luosi Pepper,1011010504,Capsicum,5.41,Luosi Pepper,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,10.18_5.566506872115531
2020-12-19,102900005118831,6,0.0035,Wawacai,1011010101,Flower/Leaf Vegetables,2.3,Wawacai,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,2.48_7.412153358738379
2021-08-23,102900005118831,12,0.004883333333,Wawacai,1011010101,Flower/Leaf Vegetables,3.48,Wawacai,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,2.48_-4.310902388916013
2021-02-20,102900051004294,5.651,0.0298,Green Line Pepper,1011010504,Capsicum,19.69,Green Line Pepper,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,7.8_8.341945955619874
2021-02-17,102900005115878,16.437,0.007,Garden Chrysanthemum,1011010101,Flower/Leaf Vegetables,3.6,Garden Chrysanthemum,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,6.27_13.595362604951921
2021-03-30,900051004294,2.568,0.008,Green Line Pepper,1011010504,Capsicum,3.92,Green Line Pepper,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,7.8_8.002933409911485
2020-09-01,102900005116912,1.77,0.016,Jigu Mushroom (1),1011010801,Edible Mushroom,10.62,Jigu Mushroom (1),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,8.99_1.8521838612589567
2021-10-18,102900011022764,3.052,0.016,Changxianqie,1011010501,Solanum,5.38,Changxianqie,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,6.9_7.668033004935467
2020-09-20,102900005116530,12.811,0.0218,Xixia Mushroom (1),1011010801,Edible Mushroom,12.06,Xixia Mushroom (1),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,13.82_-7.780095325652699
2021-10-30,102900011016701,14.9,0.012,Wuhu Green Pepper (1),1011010504,Capsicum,7.52,Wuhu Green Pepper (1),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,5.7_-9.996128566917255
2021-02-25,102900011000328,22.129,0.005,Luosi Pepper,1011010504,Capsicum,2.99,Luosi Pepper,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,10.18_19.81718171508991
2021-03-27,102900005115960,21.053,0.004,Chinese Cabbage,1011010101,Flower/Leaf Vegetables,1.71,Chinese Cabbage,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,22.27_-1.493667411902198
2021-07-18,900005116226,2.951,0.009,Green Hot Peppers,1011010504,Capsicum,4.95,missing,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,6.72_2.0047715641701496
2021-09-09,102900005118831,3,0.0058,Wawacai,1011010101,Flower/Leaf Vegetables,3.95,Wawacai,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,2.48_1.0362682760113993
2021-09-06,102900005115793,5.865,0.018,Chinese Cabbage,1011010101,Flower/Leaf Vegetables,11.06,Chinese Cabbage,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,7.59_11.045009533856863
2021-08-23,102900005116509,4.222,0.008,Green Eggplant (1),1011010501,Solanum,6.1,Green Eggplant (1),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,5.01_2.6239892468644976
2020-11-11,102900005123880,0.572,0.01,Bell Pepper (1),1010504,Capsicum,6.14,Bell Pepper (1),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,16.33_0.4304708079030886
2021-11-22,102900011006948,0.595,0.014,Foreign Garland Chrysanthemum,1010101,Flower/Leaf Vegetables,7.69,Foreign Garland Chrysanthemum,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,26.16_-0.15014427852713463
2021-09-09,102900011023464,7.493,0.01,Xiaoqingcai (1),1011010101,Flower/Leaf Vegetables,6.44,Xiaoqingcai (1),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,10.33_8.51253743193863
2020-10-20,102900011009444,1.462,0.007,Dalong Eggplant,1011010501,Solanum,4.83,Dalong Eggplant,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,10.94_2.118564799840591
2021-1-1,102900011009277,12.093,0.007,Water Chestnut,1010402,Aquatic Tuberous Vegetables,4.47,Water Chestnut,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,11.02_11.891026705040451
2021-09-04,102900011028407,4.098,0.012,Yuganjiao,1010504,Capsicum,7.04,Yuganjiao,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,9.43_0.8613039082425273
2021-02-28,900005115250,3.993,0.0218,Xixia Black Mushroom (1),1010801,Edible Mushroom,12.5,Xixia Black Mushroom (1),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,10.8_4.211072684631174
2021-07-28,102900005115984,,0.006,Yunnan Lettuces,1010101,Flower/Leaf Vegetables,3.28,Yunnan Lettuces,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,12.81_19.46313652589493
2021-02-19,102900005115786,2.203,0.014,Zhuyecai,1011010101,Flower/Leaf Vegetables,9.56,Zhuyecai,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,13.62_2.933376622839301
2021-04-19,102900011009970,15.078,0.0026,Qinggengsanhua,1011010201,Cabbage,1.99,Qinggengsanhua,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,17.06_14.572749522193881
2021-11-16,900011022764,1.397,0.014,Changxianqie,1011010501,Solanum,8.85,Changxianqie,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,6.9_1.0416284888684204
2020-09-09,900005116257,2.622,0.012,Eggplant (2),1011010501,Solanum,9.32,Eggplant (2),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,6.07_5.468793566814096
2021-05-07,102900011002414,0.282,0.016,Panax Notoginseng,1011010101,Flower/Leaf Vegetables,6.15,Panax Notoginseng,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,16.95_0.3759377747619342
2021-04-21,102900005115854,1.231,-0.004,Radish Leaves,1011010101,Flower/Leaf Vegetables,1.93,Radish Leaves,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,5.35_2.8542264252289296
2021-1-1,900005116257,14.059,0.01,Eggplant (2),1011010501,Solanum,7.04,Eggplant (2),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,6.07_22.545457906708574
2021-07-11,102900051000944,2.799,0.0278,Honghu Lotus Root,1011010402,Aquatic Tuberous Vegetables,18,missing,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,24.05_3.4509426043100073
2021-10-22,102900005115908,2.208,0.012,Caixin,1011010101,Flower/Leaf Vegetables,6.94,Caixin,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,13.7_1.8228520741743972
2020-08-07,102900005116547,7.366,0.01,Needle Mushroom (1),1011010801,Edible Mushroom,5.38,Needle Mushroom (1),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,3.43_6.2988218007486925
2020-09-27,102900005115984,6.926,0.01,Yunnan Lettuces,1011010101,Flower/Leaf Vegetables,6.56,Yunnan Lettuces,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,12.81_-4.259225084742059
2020-07-27,102900005116899,13.548,0.01188,Net Lotus Root (1),1011010402,Aquatic Tuberous Vegetables,7.63,Net Lotus Root (1),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,5.54_9.894058008506917
2021-11-17,102900005116714,15.791,0.014,Broccoli,1011010201,Cabbage,9.02,Broccoli,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,9.26_10.775933359103956
2021-03-06,102900011006689,2.643,0.006,Dongmenkou Xiaobaicai,1011010101,Flower/Leaf Vegetables,3.77,Dongmenkou Xiaobaicai,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,27.84_4.447359684635035
2020-10-18,102900011008164,8.094,0.006,Naibaicai,1011010101,Flower/Leaf Vegetables,3,Naibaicai,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,15.68_-2.1775522068702653
2020-07-19,102900005116257,35.706,0.007893846154,Eggplant (2),1011010501,Solanum,5.14,Eggplant (2),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,6.07_-33.149727867428254
2020-10-26,102900011000328,0.673,0.014,Luosi Pepper,1011010504,Capsicum,9.36,Luosi Pepper,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,10.18_0.4120679435338249
2021-04-27,102900005116226,1.763,0.007,Green Hot Peppers,1011010504,Capsicum,4.63,Green Hot Peppers,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,6.72_-0.9788321737326795
2021-09-03,102900005115823,4.789,0.009,Shanghaiqing,1011010101,Flower/Leaf Vegetables,5.58,Shanghaiqing,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,14.43_-4.578857788667451
2020-07-10,102900005115823,12.777,0.00995483871,Shanghaiqing,1010101,Flower/Leaf Vegetables,6.25,Shanghaiqing,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,14.43_36.766193645913944
2020-10-21,102900005117056,32.629,0.0076,Paopaojiao (Jingpin),1011010504,Capsicum,5.62,Paopaojiao (Jingpin),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,7.08_34.92001157185814
2021-08-15,106949711300068,10,0.0029,Needle Mushroom (Bag) (3),1011010801,Edible Mushroom,1.96,Needle Mushroom (Bag) (3),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,11.13_-4.7914362757892714
2021-06-20,102900005116912,1.303,0.014,Jigu Mushroom (1),1011010801,Edible Mushroom,7.94,Jigu Mushroom (1),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,8.99_1.0580109045357977
2021-08-27,102900005115908,12.601,0.01,Caixin,1011010101,Flower/Leaf Vegetables,5.75,Caixin,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,13.7_0.5908751497350071
2020-12-10,102900011008522,2.258,0.006,Sweet Chinese Cabbage,1011010101,Flower/Leaf Vegetables,3.06,Sweet Chinese Cabbage,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,9.43_3.4488770575734353
2021-1-1,102900011006689,3.338,0.007,Dongmenkou Xiaobaicai,1011010101,Flower/Leaf Vegetables,4.14,Dongmenkou Xiaobaicai,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,27.84_3.5401147348153037
2021-06-06,106949711300068,3,0.0025,Needle Mushroom (Bag) (3),1011010801,Edible Mushroom,1.43,Needle Mushroom (Bag) (3),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,11.13_3.716651194041376
2021-07-21,102900005115960,16.769,0.002,Chinese Cabbage,1011010101,Flower/Leaf Vegetables,0.92,Chinese Cabbage,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,22.27_19.607749534704116
2021-12-12,102900011006689,,0.004,Dongmenkou Xiaobaicai,1011010101,Flower/Leaf Vegetables,2.36,Dongmenkou Xiaobaicai,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,27.84_0.7667667731613634
2020-12-19,102900005118817,7.659,0.006,Spinach,1010101,Flower/Leaf Vegetables,4.49,Spinach,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,18.51_8.274846200676333
2021-08-22,102900005116943,2.132,0.016,Red Hang Pepper,1011010504,Capsicum,8.26,Red Hang Pepper,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,9.99_0.8133163466557491
2021-09-08,102900011022764,3.003,0.008,Changxianqie,1011010501,Solanum,5.12,Changxianqie,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,6.9_-1.8213945456020415
2020-11-03,102900005115908,4.096,0.00512,Caixin,1011010101,Flower/Leaf Vegetables,3.37,Caixin,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,13.7_4.941875662857318
2021-02-25,102900005116790,7.097,0.0036,Yellow Xincai (1),1011010101,Flower/Leaf Vegetables,2.26,Yellow Xincai (1),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,10.64_10.74264455233397
2021-02-13,102900005117056,0.259,0.012,Paopaojiao (Jingpin),1011010504,Capsicum,8.49,Paopaojiao (Jingpin),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,7.08_0.8476467449802388
2021-07-17,102900011006948,3.944,0.0198,Foreign Garland Chrysanthemum,1010101,Flower/Leaf Vegetables,13.48,Foreign Garland Chrysanthemum,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,26.16_0.9071065929872812
2021-03-21,102900005116233,5.199,0.016,Red Pepper (1),1011010504,Capsicum,9.17,Red Pepper (1),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,11.76_-0.09395460003068479
2021-12-28,102900011006689,4.369,0.004,Dongmenkou Xiaobaicai,1011010101,Flower/Leaf Vegetables,1.98,Dongmenkou Xiaobaicai,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,27.84_4.622383499576834
2021-07-01,102900005116912,0.965,0.014,Jigu Mushroom (1),1011010801,Edible Mushroom,7.94,Jigu Mushroom (1),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,8.99_1.4246523730448195
2021-1-1,102900005116509,0.526,0.012,Green Eggplant (1),1011010501,Solanum,7.95,Green Eggplant (1),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,5.01_0.4448595663045198
2021-03-08,102900005116509,0.928,0.008,Green Eggplant (1),1011010501,Solanum,5.29,Green Eggplant (1),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,5.01_0.28207125095854246
2021-10-06,102900005115946,7.374,0.008,Muercai,1011010101,Flower/Leaf Vegetables,3.38,Muercai,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,7.61_9.014849707265592
2021-09-26,900011028407,1.849,0.014,Yuganjiao,1011010504,Capsicum,8.22,Yuganjiao,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,9.43_4.506459015035096
2021-06-10,900011016701,29.559,0.002,Wuhu Green Pepper (1),1011010504,Capsicum,1.67,Wuhu Green Pepper (1),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,5.7_46.961357844629376
